,text
920,"13 Mar La web de eventos y artistas sigue progresando y mañana haré una update de progreso! El proyecto se está creando desde cero, con código escrito 100% a mano y sin vibe coding, ni agentes de IA. Despacito, con cariño y buena letra, como todo producto con un mínimo de calidad 1 1 43 849"
921,"13 Mar This is something we've been talking about a lot (for a while) and is getting more visibility now, with debates about ""vibe coding"" and the importance of systems architecting. Kutipan Dr Milan Milanović @milan_milanovic 12 Mar 𝗬𝗼𝘂’𝗿𝗲 𝗡𝗼𝘁 𝗣𝗮𝗶𝗱 𝘁𝗼 𝗪𝗿𝗶𝘁𝗲 𝗖𝗼𝗱𝗲 One pattern I’ve seen repeatedly in engineering teams is this: a problem appears, someone opens the editor, creates a branch, and starts coding. Too often, that is the wrong first move. The engineers who create the most 2 95"
922,"13 Mar I use AI, but vibe coding is not the only way to use it 3 77"
923,13 Mar Hey all - @X I'm looking to #connect with people interested in: - SaaS - Startup - Marketing - Software Engineering - Vibe Coding - AI/ML Let's grow together by connecting with me and leave a comment with what you're building. Cheers to all 3 3 26
924,"13 Mar Spent the last 2 days vibecoding for the first time. Built a Base Ecosystem Radar. If a new project launches on @base → TG bot pings me. Not sure if it's useful yet, but building is fun What should my radar detect next? 3 7 47"
925,"13 Mar Vibe coding risks ""explosions"" in 2026; unchecked AI code could boom spectacularly; safety first, or bust. 1 4 90"
926,13 Mar Yes sir! Vibe coding tools for the trades. Followed 2 2 51
927,13 Mar Vibe Coded. Badly Deployed. Vibe coding has made it easier than ever to build something. And easier than ever to deploy it badly. Databases. Hosting. Integrations. Done right. http:// sandconsole.com 4 1 rb
928,13 Mar 聞き方がざっくりすぎたのかも？ 「このコードの意味を教えて！」: いつものGeminiでOK！ ​「本格的にアプリやサイトを作ってみたい」: Antigravity をインストール ​「非エンジニアだけどWebツールを自作したい」: Google AI Studio で「Vibe Coding（やりたいことを言葉で伝えるだけの開発） Kutipan はやぶさくん｜Webディレクター @HAYATOTAKAN0 12 Mar 完全乗り遅れだけど、Claude Codeとgoogle antigravityどっちがよいんだ！ GeminiにAntigravityのこと聞くと、昔のジョークを言われちゃってサービスの存在を知らなさそう 1 3 375
929,13 Mar dan @ourgoodlifeuk Though I have been vibe coding something for my misses (project she is working on) and it’s pretty good. Blows my mind what a simpleun like me can build just by chatting. 1 3 62
930,13 Mar Giving Claude real-time dark pool and congressional flow is a massive level-up for retail. The 'vibecoding' era of finance is officially here. 7 1 rb
931,13 Mar @CheemsWifNoName dan @Pirat_Nation A ton of slop is gonna flood steam. 2026 is the year where everyone and their mothers are vibecoding. Most of it will be garbage like I’ve seen in 2025 2 208
932,13 Mar Stop calling it vibe coding. It’s just coding now. GIF 1 2 279
933,"13 Mar small vibe coding shift that changed everything for me: instead of ""build me a login page"" i now start with ""here's how the app works, here are the parts, here's what connects to what"" claude code builds completely different code when it knows the bigger picture 3 8"
934,13 Mar everyone at my job is crossing into other departments and vibe coding shit with claude bro it’s a mess ill be buying a yearly claude subscription to fight fire with fire sales department about to (love) hate me 2 108
935,13 Mar Vibecoding an app called “Banix” 3 1 7 269
936,13 Mar 本日、Vibe Coding 入門 ランチウェビナー開催！ 申込済の方は忘れずに ご参加ください ※定員100名満員 キャンセル待ち状態です。 Kutipan 7 Mar AIでWebサイトを作ると 「素人っぽく」なる原因は1つ モダンでおしゃれに作って と、頼んでいるから。 プロは形容詞を消して、数値を書く。 × モダンなデザインで ○ 背景#FAFAF9、余白80px、 アクセント#2563EB × 大きめのフォントで ○ 48px / Bold 1 6 2 rb
937,13 Mar 【AICUはるフェス2026】Day1「VibeCoding＆漫画Day」の特集記事をご紹介します！ AIコーディングと生成AI漫画の最前線を新宿からお届けする内容。 #AICU #はるフェス #ClaudeCode #VibeCoding 1 1 3 263
938,13 Mar cause twitter is built on vibe coding 1 2 46
939,13 Mar vibecoding is how they get you goverment trained AI inserts a goverment backdoor to your PC you have already been compromised air gap your pc and disconnect you can continue using x by connecting intermittently using burner mobile devices 1 2 213
940,"13 Mar dan @blockhoood ADHD sahibiyim. Yazılım projeleri üzerinde çalışırken, kitap okurken normalde yerinde 30 dakikadan fazla oturamayan ben 9-10 saat aralıksız oturabiliyorum. Kod bilgim zaten vardı, ancak vibe coding ile birleştiği zaman ortaya acayip kaliteli işler çıkıyor. 8 1 rb"
941,13 Mar for sure i always do this - i made a lot of money from vibe coding with costs of no more than $1 (domain price) 2 46
942,"13 Mar A mini app built through vibecoding by @duodomusica to raise funds for their trip to Rome! Kutipan Dúo Dø Music ♬₊˚ @duodomusica 3 Mar From Buenos Aires to @KismetCasa in Rome ⇄ We just crossed $1,000 — community-backed music is real Thank you to everyone who has already joined as Executive Producers Campaign closes March 15 We built this mini-app on @base ourselves-vibecoding Become an EP 2 3 11 200"
943,"13 Mar #DnesBastlím mikro hosting pro jeden HTML soubor. Na vizitku, web hru a nebo experiment? Sem s tím. https:// mikro-host.base44.app #VibeCoding mikro-host.base44.app Mikro.Monster hosting Minimalistický hosting pro single page prezentace. Hry, vizitky a experimenty vítány. Nahraj jeden html soubor a obrázek, to je vše. 1 6 589"
944,"13 Mar See that last sentence, . My next two hires are folks with dev backgrounds who can PM and are very open to vibe coding (at my level or better). Leave the selling to me . 1 2 191"
945,13 Mar Used to be a classical coder. Now I'm mostly vibe coding. 2 4 183
946,"13 Mar CEO of the largest company in Canada is fuckin around vibe coding for Openclaw and you’re still talking about guardrails Kutipan tobi lutke @tobi 13 Mar OK, well. I ran /autoresearch on the the liquid codebase. 53% faster combined parse+render time, 61% fewer object allocations. This is probably somewhat overfit, but there are absolutely amazing ideas in this. 8 4 63 13 rb"
947,13 Mar Estamos vendo cada vez mais startups tentando construir “vibe coding” para WhatsApp. E isso é ótimo! Significa que uma tese que defendemos há muito tempo começa a ser validada pelo mercado: mensageria será o lugar onde apps de IA vão nascer e operar. A grande diferença é que na 0:09 1 122
948,"13 Mar @SlackHQ dan @salesforce As an AI-native startup, we're vibecoding our own slack and crm so I don't have to incur costs in the long run. Also it's fun and very tailored to us. 3 1 4 3 rb"
949,13 Mar Been at the bottom of the ocean building with @TheDeFiList Get your pincers on @ClawManager and simplify your @openclaw setup Virtual Office tracks local time and gets darker with night to help you know when to stop vibe coding Simple things please simple minds... 12 4 16 445
950,"13 Mar Finally learnt how to scrape data from webs. I’m learning python slowly. Once i get the basics, vibe coding would be sooo smooth 3 11 142"
951,"Han Lee 13 Mar ""Just build it roughly with vibe coding and fix it later"" vs ""You need solid planning from the start for it to be operational later."" In the AI era of product dev, where does your team stand between extreme speed and stable operations? 1 4 28"
952,"13 Mar Vibe coding has been pure joy. The hard part is learning how to sell what you build. Obviously if you don’t talk about your product, nobody will know it exists. So it feels like I’m entering my door to door sales era, just with digital products. #VibeCoding #BuildInPublic 1 1 4 67"
953,13 Mar learn to build through vibe coding or get left behind 21
954,13 Mar if you want to make money online in 2026 using AI (without building an AI agency or vibe coding) here's what you need: CapCut (for editing) Claude (for scripting) Google VEO 3 (for visuals) ElevenLabs (for voiceover) and here's why... this business model is called youtube 2 9 70 4 rb
955,"13 Mar Bringing it back: Open source. Raw live vibe coding. Defeating SaaS. One week at a time. Kutipan Avalaunch → Nullshot @AvalaunchHQ 13 Mar You've used Calendly. Tomorrow, watch @codingcoop build it live on Nullshot. https:// x.com/i/broadcasts/1 qxvvkwYdNAxB … Siaran ini tidak tersedia. 1 6 206"
956,13 Mar Watching @Justinmoon give a vibe coding lesson IRL. Top lesson: GIF 1 284
957,"Abdelrahman Ismail 13 Mar For an iOS-only app, what would you choose for vibe coding? SwiftUI, Flutter, or Expo? 2 3 98"
958,"13 Mar Eu não acredito que ""vibe coding"" é algo que escala ou se perdura. O último post não era sobre vibe coding, e sim sobre AI Assisted Software Engineering. Tem como gerar código de muita qualidade com AI, mas só se você seguir as melhores práticas de SWE. Práticas que já 5 2 82 7 rb"
959,"13 Mar IMO there a huge space between web3, vibe coding, and real life utility. The project that do a full merge with explode 1 3 87"
960,"13 Mar A bad developer using AI tools is still a bad developer. Vibe coding doesn't remove the thinking. You still need to understand data structure or your app breaks at scale. If you're learning to build, learn the fundamentals first. Then let the AI tools 10x your speed. 3 1 5 139"
961,"13 Mar Vibe coding is wild, but pairing it with tools like Kilo Code can actually help maintain quality and structure. Even with zero CS background, you can automate complex workflows and keep code reliable, vibes + control. 1 5 335"
962,"13 Mar Look, I'm not a developer or a programmer, I only know very basic Linux terminal commands by memory out of necessity, and I couldn't begin to tell you where I need to start with Python, but you don't need to be a programmer to know the difference between vibe coding and using AI 1 2 67"
963,"13 Mar Linus Torvalds is getting bullied by Anti-AI Twitter, who were calling the guy who created Linux a ""lazy programmer"" and are accusing him of ""vibe coding"", because he used Google Anti Gravity in one specific use case he said he couldn't do himself, and it was for a personal 3 1 18 239"
964,13 Mar I am not treating an LLM like a calculator. That's the point. Jensen and co are telling me that I should. They should be shut down. Vibe coding is for things that don't have to work. Because they won't. 1 1 82
965,"13 Mar hope that github, cloudflare and microslop do the same: https:// x.com/championswimme r/status/2031908498305356077?s=20 … they are pretty much unusable this days bcs of vibe coding. Kutipan Arnav Gupta @championswimmer 12 Mar Github is down to a single 9 of reliability at this point.... cc: @ThePrimeagen 2 791"
966,"13 Mar 3/ Developers are deploying Dimensional agents today in applications across search & rescue, security, wildfire detection, law enforcement, and more. Build a massive company by vibecoding physical space. 4 1 42 4 rb"
967,13 Mar Loved Oasis VibeCoding w/ #openclaw - thanks @arikia & @lukashuettis & @Travi3000 & @w3_hub & @SuperteamDE Kutipan arikia @arikia 11 Mar It’s about that time again... Oasis time Join @lukashuettis and me in putting the vibes in vibe coding at the @w3_hub tomorrow for an evening of tropical building in the agentic world. https:// luma.com/39kox1fr 1 1 5 155
968,"13 Mar Artikel Keypad for VibeCoders AI coding is going voice-only… but is that really the endgame? Voice is fast for ideas, but muscle memory + tactile clicks still crush it for accept/reject/iterate. Can a tiny hardware remote... 4 85"
969,13 Mar I'm starting to think Cursor is the dark-horse of vibe-coding. G'damn it's fast. 2 5 122
970,MAGS 13 Mar Thanks! Maybe my first vibecoding project 1 2 69
971,"13 Mar Beginners think vibe coding works… Until production crashes. That’s where coding skills matter, not vibes. 2 90"
972,13 Mar ahhh i love vibecoding :D Thx to @frostyz for that awesome way to create my wishes :D Othersidemeta dan 1 lainnya 3 1 7 152
973,"13 Mar Vibe coding is amazing until your AI drifts. I built an open-source tool that gives your AI agent permanent memory of your project's rules. It blocks wrong packages, verifies code patterns, and logs every architectural decision — so Session #10 knows what Session #1 decided. 2 5 88"
974,13 Mar dan @vivekramaswami that line about vibe coding vs endpoint security is so real I can ship a chatbot in a weekend but there's a whole category of infra that just... can't be rushed makes me think about what I'm actually building with People Loop. customer support feels like it sits somewhere in 2 3 231
975,13 Mar Lastly the amount of glitchy software I am running into is way to high these days. The good old vibe coding is like degrading the quality of software we use on a daily basis. 1 2 137
976,"13 Mar Want to see how WeGPT vibe coding works? It’s awfully different from how codex or Claude code handled things. It is significantly more efficient, and cognitively linear in nature. Building a little old school raycasting game in a browser https:// wegpt.ai/rooms/5aaa43dd -a189-43b8-bbf6-58a56e26ed2a … 1 6 12 2 rb"
977,13 Mar L282 - Densidad de inteligencia con @AdrianVerde y Mario Huertas Tratamos: - Qué está pasando con la IA - Claude Code - Openclaw - del Vibe coding al Agentic Engineering - modelos abiertos - el presente laboral - el futuro de la raza humana - abundancia y amish Link 14 32 116 33 rb
978,"13 Mar Volt Odyssey dominance! Hold $VOLT SHIBA rerun ahead, deflationary monster, tiny supply. Ambassadors incoming, worldwide blitz, huge burns, Claw Season roaring, vibe coding—power 1 2 18"
979,"13 Mar so yes, meet my first vibe-coding kiddo https:// soluskols.xyz would be strange if I vibe-coded anything else lol Kutipan 12 Mar this is a funny story about vibe coding and $KOL I vibe-coded a small website with the idea of helping people find the best KOLs matches around 30 minutes after launching it, I started receiving lots of messages from random people I had never talked to before asking about my 2 7 292"
980,"13 Mar AI coding tools: do we really want to go full voice-only, or is there still a place for tactile hardware like keypads and knobs? Can muscle memory beat talking to your code? Where's the sweet spot in AI dev UX? What's your take? The VibeKeys, your vibecoding remote control, 1 2 124"
981,13 Mar bro ai is great for talk and vibe coding but trying to get it give you useful advice for blender is a pain in the ass I should be the one giving advice in that relationship 3 1 7 442
982,13 Mar they're vibe coding towardsdatascience 2 282
983,6 Mar vibe coding some ideas https:// x.com/i/broadcasts/1 wxWjalXBnwJQ … 21 2 55 2 rb
984,6 Mar y’all need to stop vibe coding github can’t take it anymore 2 6 364
985,"6 Mar dan @enrichthesoil 2?Amigo eu trabalho em uma grande empresa e isso já está acontecendo aqui, a ordem é vibe coding usa mt agent criar agent criar instruções dentro do repo passar o contexto e só observa acontecer.. conversando com outros amigos de grandes empresas e a maioria falou q é iss aí msm 2 2 696"
986,"6 Mar This is exactly why vibe coding is sticky, day one feedback loops are addictive. If the intern keeps a tiny daily build log, they'll improve way faster than tutorial hopping. Curious what engine they used for this prototype. 1 2 38"
987,6 Mar Akun parodi Vibe coding na gringa: - Engenheiros de Software querendo aumentar a produtividade - Não-engenheiros finalmente podendo por uma ideia em prática Vibe coding no Brasil: - Vamos colocar a Sônia do RH e o Beto da vigilância noturna pra programarem no tempo livre. Kutipan bruno C# de burro @enrichthesoil 6 Mar E lá se vai o propósito... 26 158 2 rb 88 rb
988,"6 Mar Spark the Volt Odyssey! Why everyone should grab $VOLT : SHIBA run ahead, deflationary monster with 9x less supply. Ambassador program rollout, international promo, huge burns on horizon, Open Claw Season thrill, plus vibe coding from VoltInu—go big! 1 4 8 42"
989,"6 Mar WHAT A TIME TO BE ALIVE VIBE CODING WITH CLAUDE CODE + GSD Kutipan 6 Mar “What do you do while Claude Code is working?” Recently I genuinely caught myself doing something funny. While generating a hobby project for my wife for Women’s Day — a simple garden planner — I reached for a book. Claude Code + Get Shit Done are doing their thing, and I’m 1 6 142"
990,6 Mar AA for Vibe Coding 2027 12 3 76 6 rb
991,"6 Mar dan @Mistonchain Spark the Volt Odyssey! Why everyone should grab $VOLT : SHIBA run ahead, deflationary monster with 9x less supply. Ambassador program rollout, international promo, huge burns on horizon, Open Claw Season thrill, plus vibe coding from VoltInu—go big! 1 3 7 34"
992,"@phinanseer 6 Mar It's so cracked getting a 2L bottle of juice, putting your headphones on and destroying your retinas vibecoding models just to throw them in the bin 48 hours later 1 4 107"
993,6 Mar I heard some kid built Palantir in a weekend... And another built Bloomberg Terminal. All with vibe-coding! Riches are imminently coming to them... 2 55
994,"6 Mar I'm tired of getting 4 likes man. I need brothers in content creation, AI, startups, vibecoding to build with on Twitter. I'm trying to grow here 2 18"
995,"6 Mar I'm tired of getting 4 likes man. I need brothers in tech, AI, startups, product, distribution, vibecoding, SF to build with on Twitter. 2 4 27"
996,6 Mar A pergunta não é mais se é vibe coding ou não. É se está bem feito. 2026 é o ano de parar de escrever código 100% 11 3 97 6 rb
997,6 Mar The next Cal AI is loading… 20M+ MRR health-tech niche. Prototype almost done — moving to production. Cooking something big for the health + tech community. Guess what the app does? Med AI #VibeCoding #StartUp #AppDevelopment #calai 1 1 4 67
998,"6 Mar Vibe Coding significantly lowers the barrier to entry for software development. However, this also means that: code is no longer the primary bottleneck; the real challenge shifts to product judgment and user needs. Vibe Coding is well-suited for prototyping and quickly 1 3 114"
999,"6 Mar Cool blog post coming from the Sel4 team. I think we can use Vibe coding to generate FV-friendly code. Also, we need to embrace other methods, specifically testing and fuzzing. 1 6 316"
